Jurisdiction,Year,Population,Murder,Rape,Robbery,AggAssault,BreakAndEnter,LarcenyTheft,MotorVehicleTheft,GrandTotal,PercentChange,ViolentCrimeTotal,ViolentCrimePercent,ViolentCrimePercentChange,PropertyCrimeTotal,PropertyCrimePercent,PropertyCrimePercentChange,OverallCrimeRatePer100k,OverallPercentChangePer100k,ViolentCrimeRatePer100k,ViolentCrimeRatePercentChangePer100k,PropertyCrimeRatePer100k,PropertyCrimeRatePercentChangePer100k,MurderPer100k,RapePer100k,RobberyPer100k,AggAssaultPer100k,BreakAndEnterPer100k,LarcenyTheftPer100k,MotorVehicleTheftPer100k,MurderRatePercentChangePer100k,RapeRatePercentChangePer100k,RobberyRatePercentChangePer100k,AggAssaultRatePercentChangePer100k,BreakAndEnterRatePercentChangePer100k,LarcenyTheftRatePercentChangePer100k,MotorVehicleTheftRatePercentChangePer100k
Charles County,1978,66193,9,12,37,193,641,1562,156,2610,15.3,-0.40260676137511375,9.6,55.9,-0.4143155874708944,90.4,12.2,0.25747773835615956,13.0,-0.203830515775289,52.9,0.3613450300072553,10.0,1.9466694263923365,-0.617963317304026,-0.34886610521209205,-0.1379063680673773,0.5665996760596963,0.3371641974009166,0.19318791539184677,782.4,7.0,17.0,60.4,2.5,15.1,-4.4
Charles County,1979,67202,4,12,35,233,704,2093,173,3254,24.7,-0.38609017467978,8.7,13.1,-0.35687004942249984,91.3,25.9,0.8239113464166667,22.8,-0.024889953414293262,11.4,0.997202790873356,24.0,0.2055427588868455,-0.6328419839627757,-0.3846819189090196,0.1749745102058384,0.7787490036009981,1.2393522879347414,0.3171513986597649,-56.2,-1.5,-6.8,18.9,8.2,32.0,9.2
Charles County,1980,72343,7,17,39,245,730,2062,198,3298,1.4,-0.37407811162862825,9.3,8.5,-0.35498967174497464,90.7,0.7,0.6454321548211359,-5.9,-0.012108484674222288,0.7,0.7843832715183822,-6.5,1.053196531225045,-0.21623931751778733,-0.36771653347363287,0.12954715945836603,0.675620858268421,0.9235207078114653,0.4102668261835929,62.6,31.6,3.5,-2.3,-3.7,-8.5,6.3
Charles County,1981,73530,2,19,47,242,675,2231,144,3360,1.9,-0.3730771063743656,9.2,0.6,-0.34934853871239907,90.8,2.0,0.6522361621251662,0.2,-0.029013007846574266,-1.0,0.795455236736221,0.4,-0.5504727677931704,-0.045134650942167065,-0.2734643921659288,0.07503433856139939,0.4315955585334132,1.1432400281243271,-0.034744940939486504,-71.9,10.0,18.6,-2.8,-9.0,6.4,-28.4
Charles County,1982,73599,4,17,46,232,685,1975,170,3129,-6.9,-0.37858263527281016,9.6,-3.5,-0.3700326931651762,90.4,-7.2,0.451769946926797,-7.0,-0.09209574066047367,-3.6,0.5704491247924843,-7.3,0.06808539039956994,-0.24599665083528638,-0.28665969194900737,-0.003895683362334029,0.46561445322753625,0.7241236314883672,0.1663386816886572,99.8,-10.6,-2.2,-4.2,1.4,-11.6,17.9
Charles County,1983,74271,5,17,51,230,593,1702,175,2773,-11.4,-0.37658062476428483,10.9,1.3,-0.4038794913606296,89.1,-12.7,0.12555559673913122,-12.2,-0.08508654812559602,0.4,0.18441651199601442,-13.5,0.36590968878866714,-0.2608753174940362,-0.22822336433823082,-0.03512698700122128,0.11122864472104282,0.25563613621845055,0.19261665510028958,23.9,-0.9,9.9,-1.8,-14.2,-14.6,2.0
Charles County,1984,79140,1,20,45,230,671,1836,161,2964,6.9,-0.38008414315420413,10.0,-2.3,-0.3852637523531302,90.0,8.0,0.13292660465183068,0.3,-0.22527039882315017,-8.3,0.21822687558069082,1.4,-0.8712066275968137,-0.08233131758904103,-0.3394408910813217,-0.14358478691081134,0.24382197443435663,0.2894666953308229,0.008670841218862687,-81.2,10.4,-17.2,-6.2,6.2,1.2,-13.7
Charles County,1985,82603,3,29,54,270,643,1794,195,2988,0.8,-0.35005398552632466,11.9,20.3,-0.3886484321726756,88.1,-1.3,0.052286518085547865,-3.4,0.00974370381686708,15.2,0.08083047499153363,-5.5,-0.344286715062257,0.6467233486896886,-0.25932657096977313,0.06254181710584424,0.05765558221061302,0.1124240873964657,0.19547295655807573,187.4,38.9,15.0,12.5,-8.2,-6.4,16.0
Charles County,1986,83937,2,21,54,306,727,1964,245,3319,11.1,-0.33654041459377887,11.5,7.6,-0.36006669147429265,88.5,11.6,0.2645337459307092,9.3,0.11405698095357653,5.9,0.3123757341780206,9.8,-0.6192014520368083,-0.10464931757716545,-0.26969430651362064,0.276618207503308,0.29257346131884787,0.31337521767172194,0.514236199247008,-34.4,-28.7,-1.6,11.5,11.3,7.7,23.6
Charles County,1987,90430,4,33,53,401,821,2207,282,3801,14.5,-0.2824861308635958,12.9,28.2,-0.3249036289045716,87.1,12.7,0.4214669143968114,6.3,0.47152580023233953,19.0,0.4330527242033272,4.6,-0.16101022374588944,0.7508740153009356,-0.32341802705901196,0.7240776123659105,0.40454116196564605,0.4337546276581483,0.6279169972668963,85.6,45.9,-8.9,21.6,4.8,4.3,6.8
