Jurisdiction,Year,Population,Murder,Rape,Robbery,AggAssault,BreakAndEnter,LarcenyTheft,MotorVehicleTheft,GrandTotal,PercentChange,ViolentCrimeTotal,ViolentCrimePercent,ViolentCrimePercentChange,PropertyCrimeTotal,PropertyCrimePercent,PropertyCrimePercentChange,OverallCrimeRatePer100k,OverallPercentChangePer100k,ViolentCrimeRatePer100k,ViolentCrimeRatePercentChangePer100k,PropertyCrimeRatePer100k,PropertyCrimeRatePercentChangePer100k,MurderPer100k,RapePer100k,RobberyPer100k,AggAssaultPer100k,BreakAndEnterPer100k,LarcenyTheftPer100k,MotorVehicleTheftPer100k,MurderRatePercentChangePer100k,RapeRatePercentChangePer100k,RobberyRatePercentChangePer100k,AggAssaultRatePercentChangePer100k,BreakAndEnterRatePercentChangePer100k,LarcenyTheftRatePercentChangePer100k,MotorVehicleTheftRatePercentChangePer100k
St. Mary's County,1977,53400,7,10,16,89,590,1057,69,1838,11.4,-0.4671716002750546,6.6,-0.8,-0.4747697298033293,93.4,12.4,-0.05821560053731162,5.3,-0.8251748187200363,-6.3,0.10104238465094444,6.2,1.832121619319607,-0.5733273173277773,-0.5929791511990457,-0.8471408816122897,0.93223582769338,-0.11757589752298309,-0.4152042951165995,120.5,-5.5,-24.4,-6.6,-1.3,13.9,-23.3
St. Mary's County,1978,53509,4,11,14,71,613,1124,65,1902,3.5,-0.47818265807194377,5.3,-18.0,-0.466684105789971,94.7,5.0,0.012722475613965238,3.3,-0.9966938831029261,-18.2,0.21562607838186953,4.8,0.5491861801050346,-0.43197998406965615,-0.6287949648959732,-1.0402071222890472,1.0412570099021041,0.027309747862864824,-0.45919133756650593,-43.0,9.8,-12.7,-20.4,3.7,6.1,-6.0
St. Mary's County,1979,54182,4,17,25,119,646,1233,71,2115,11.2,-0.44564998730840766,7.8,65.0,-0.4527693109762846,92.2,8.2,0.23259271164234574,9.8,-0.5118226818666799,63.0,0.3875016189782576,6.9,0.5262766186904887,0.3714680155028211,-0.44123320369364205,-0.5467525247946288,1.166350110863958,0.23662886095743574,-0.4049216098685694,-1.2,52.6,76.4,65.5,4.1,8.3,7.9
St. Mary's County,1980,59799,3,14,23,149,542,1229,69,2029,-4.1,-0.4336379242572559,9.3,14.5,-0.46311138820267317,90.7,-5.6,-0.08902263360833691,-13.1,-0.4639952504522202,3.8,-0.00038870610308472863,-14.5,-0.02355285525861389,-0.2236786508471622,-0.5128648310874971,-0.378671327028981,0.40052318227736383,-0.026962597850976086,-0.4940382153514967,-32.0,-25.4,-16.6,13.4,-24.0,-9.7,-11.9
St. Mary's County,1981,60780,3,7,19,145,603,1235,77,2086,2.8,-0.4426469715456197,8.2,-9.5,-0.4560599719119537,91.8,4.1,-0.06438960716504276,1.1,-0.6074775446955992,-11.0,0.054376652054951395,2.4,-0.02355285525861389,-1.1089593170427623,-0.5807263728290442,-0.43886256676938185,0.6300837551345557,-0.05481602637812313,-0.42948580240553014,-100.0,-50.8,-18.7,-4.3,9.5,-1.1,9.8
St. Mary's County,1982,60837,7,9,10,121,540,1085,54,1826,-12.5,-0.4546590345967715,8.1,-14.0,-0.4782484285067509,91.9,-12.3,-0.3356678983794285,-12.5,-0.7711628056571551,-14.1,-0.23609524080768568,-12.4,1.465568636686872,-0.8634613171733941,-0.7211620633775231,-0.6642957948537134,0.3501645035175599,-0.3517598738520892,-0.6459934529057191,1150.6,28.5,-47.4,-16.6,-10.5,-12.2,-29.9
St. Mary's County,1983,61393,1,11,16,159,397,981,31,1596,-12.6,-0.4346389295115185,11.7,27.2,-0.503633527153341,88.3,-16.1,-0.5888651701840306,-13.4,-0.5114103764234518,26.1,-0.5814811088111492,-16.8,-0.8024779433531758,-0.6328419839627757,-0.6297374863090502,-0.3230228223633273,-0.29512303442056714,-0.5736309611756321,-0.8647861445721368,-85.8,21.1,58.6,30.2,-27.1,-10.4,-43.1
St. Mary's County,1984,62450,5,15,10,210,377,1104,39,1760,10.3,-0.40811229027355833,13.6,28.3,-0.49319743104307623,86.4,7.9,-0.45108402227742067,8.4,-0.18280293817065577,26.2,-0.47826661426364253,6.1,0.6637339871777643,-0.17904265087091337,-0.7249321490298314,0.11591895423412445,-0.4103051188179912,-0.370528063889695,-0.7968061698768268,391.5,34.1,-38.6,29.8,-6.6,10.6,23.7
St. Mary's County,1985,64123,1,10,24,312,452,1029,51,1879,6.8,-0.3545585091705066,18.5,44.6,-0.4920692044365611,81.5,0.8,-0.38052394653192323,4.0,0.4636919968110057,40.8,-0.51148250991716,-1.8,-0.8024779433531758,-0.8039466505383959,-0.5232325666313447,0.9693853064022615,-0.13922542251521655,-0.5655020635797264,-0.6991206600205411,-80.5,-35.1,133.7,44.7,16.8,-9.2,27.4
St. Mary's County,1986,65135,1,21,18,250,499,1062,77,1927,2.6,-0.3835876615441234,15.0,-16.7,-0.4821032027456776,85.0,6.9,-0.3627579274602891,1.0,0.06210649510683579,-18.0,-0.41815104472517395,5.3,-0.8024779433531758,0.43098268213781976,-0.6155996651128947,0.3856438492972416,0.024708148766698804,-0.5346600697599668,-0.4780429271878944,-100.0,106.7,-26.2,-21.1,8.7,1.6,48.6
St. Mary's County,1987,68381,2,15,19,256,523,1232,71,2118,9.9,-0.3820861536627294,13.8,1.0,-0.4644276525769408,86.2,11.5,-0.27525083352234625,4.7,-0.006748513912256937,-3.8,-0.30260134060611504,6.2,-0.5046536449640786,-0.33526865078778406,-0.6137146222867406,0.33226671216896136,0.021225899703520682,-0.33000311852187103,-0.5603044091721351,292.5,-32.0,0.5,-2.5,-0.2,10.5,-12.2
St. Mary's County,1988,71380,4,23,37,327,728,1332,182,2633,24.3,-0.33253639357672826,14.8,33.9,-0.4253157968844168,85.2,22.8,0.09726856637330226,19.1,0.4913164615072882,28.3,0.04709441989825207,17.6,0.11390451322866166,0.43098268213781976,-0.3875094831482508,0.8075503693643912,0.704550312024053,-0.2530176765841763,0.30344115166239155,91.6,46.9,86.6,22.4,33.3,3.6,145.6
St. Mary's County,1989,71398,4,27,58,269,717,1275,129,2479,-5.8,-0.349052980272062,14.4,-8.4,-0.4366920818334442,85.6,-5.4,-0.03918958011307938,-5.9,0.3000067358494497,-8.5,-0.07937863245585629,-5.4,0.11390451322866166,0.8475853485828077,-0.1104081877036007,0.34589491739320327,0.6624954579533658,-0.34901039378288584,-0.12100524496462785,91.6,17.4,56.7,-17.8,-1.5,-4.3,-29.1
St. Mary's County,1990,75974,1,22,45,381,735,1321,121,2626,5.9,-0.30350724120311146,17.1,25.4,-0.4314270243363737,82.9,2.6,-0.0490805907309749,-0.5,0.6694324129818278,17.9,-0.15755116540328376,-3.5,-0.8712066275968137,0.1929240155978262,-0.3177628985805497,1.0539937471694287,0.5639210229341748,-0.4051954212839986,-0.2432549473578742,-76.5,-23.4,-27.1,33.1,-3.7,-2.6,-11.9
St. Mary's County,1991,77221,6,31,50,332,958,1447,86,2910,10.8,-0.31852232001705116,14.4,-6.7,-0.4019050947992282,85.6,14.4,0.14747962027433947,9.0,0.4698765784594272,-8.2,0.11018232909251642,12.6,0.6179148643486724,1.0186900151584282,-0.26592422086131245,0.6474189579795508,1.2957290568266457,-0.24381289548293014,-0.5168886270137858,490.3,38.6,9.3,-14.3,28.2,7.8,-30.1
St. Mary's County,1992,77983,3,27,52,316,664,1432,83,2577,-11.4,-0.329032875186809,15.4,-5.0,-0.43123898656862114,84.6,-12.5,-0.14471469339317605,-12.3,0.33711422573997873,-5.9,-0.21053311976784272,-13.4,-0.2984675922331652,0.6095266820428146,-0.24707379259977164,0.50716201254673,0.253465125686234,-0.28864137487211583,-0.545451641591647,-50.5,-13.8,3.0,-5.7,-31.4,-2.0,-4.4
St. Mary's County,1993,80410,3,35,49,271,581,1424,70,2433,-5.6,-0.349052980272062,14.7,-10.1,-0.44101695049175216,85.3,-4.8,-0.32042188201299077,-8.4,0.0682910767552573,-12.8,-0.36933036587872925,-7.6,-0.3213771536477111,1.271627348357171,-0.30174003455824006,0.11989384742452822,-0.09208112750603825,-0.3668222429268555,-0.6557048778621919,-3.0,25.7,-8.6,-16.8,-15.1,-3.6,-18.2
St. Mary's County,1994,81071,2,26,44,244,555,1380,70,2321,-4.6,-0.37007409061157764,13.6,-11.7,-0.4475982723630903,86.4,-3.4,-0.42298599211448157,-5.4,-0.16012613879311025,-12.5,-0.4491376856368446,-4.2,-0.5962918906222624,0.42354334880844485,-0.36394644782132474,-0.08452923093909741,-0.1936020809633027,-0.4489480171678437,-0.6602749601946497,-33.9,-26.3,-10.9,-10.7,-5.3,-3.9,-0.8
St. Mary's County,1995,80901,3,23,51,260,541,1452,70,2400,3.4,-0.3595635354418198,14.0,6.6,-0.4421451770982673,86.0,2.9,-0.3576549219822666,3.6,-0.04962828000797929,6.9,-0.3919944557541717,3.1,-0.3213771536477111,0.14828801562157734,-0.2819470848836222,0.031310513466956985,-0.23619266565909433,-0.3382515587294813,-0.6591324396115352,50.3,-11.4,16.2,6.8,-2.3,5.4,0.2
St. Mary's County,1996,81382,3,30,45,253,609,1656,78,2674,11.4,-0.36256655120460773,12.4,-1.8,-0.4158198896129146,87.6,13.6,-0.1566217061752288,10.8,-0.09044651888756136,-2.4,-0.14751951906497318,12.9,-0.3213771536477111,0.7806313486184346,-0.3545212336905543,-0.028312884389100488,-0.022971876867583913,-0.05134929063869293,-0.6060052324967131,-0.6,29.7,-12.3,-3.3,11.9,13.4,10.8
St. Mary's County,1997,81735,3,32,54,250,619,1838,104,2900,8.5,-0.3585625301875572,11.7,2.4,-0.39532377292789,88.3,9.3,0.008690471285651041,8.0,-0.05704977798608514,2.0,0.04144697455224025,8.8,-0.3213771536477111,0.9517360151940552,-0.25272892107823397,-0.05670497860627072,0.0011360012621095027,0.20435235579722202,-0.426629500947744,-0.4,6.2,19.5,-1.6,1.2,10.5,32.8
St. Mary's County,1998,86374,5,25,47,203,504,1575,79,2438,-15.9,-0.3880921851883053,11.5,-17.4,-0.4332133831300226,88.5,-15.7,-0.44837501936933477,-20.4,-0.4305985095507442,-21.8,-0.4303376373139365,-20.3,0.15972363605775358,0.1854846822684513,-0.3630039264082477,-0.4593048746057444,-0.46441391195352544,-0.30394282917029114,-0.6305694250336739,57.7,-26.1,-17.6,-23.2,-23.0,-18.9,-28.1
St. Mary's County,1999,88299,2,31,42,201,426,1331,75,2108,-13.5,-0.3900941956968306,13.1,-1.4,-0.46386353927368323,86.9,-15.1,-0.7226143137623261,-15.4,-0.4784259409652037,-3.6,-0.7451084068627039,-17.0,-0.6421110134513544,0.6467233486896886,-0.42709538249748646,-0.5013251740471564,-0.734957877631196,-0.6818170247682002,-0.6682726042764509,-60.9,21.3,-12.6,-3.1,-17.3,-17.3,-7.1
St. Mary's County,2000,86211,5,11,21,255,366,1449,68,2175,3.2,-0.3820861536627294,13.4,5.8,-0.459068576195994,86.6,2.8,-0.6371862220561703,5.7,-0.37081422028266964,8.4,-0.663814917276691,5.3,0.15972363605775358,-1.01224798376089,-0.6457603503313599,-0.11405700892495438,-0.8903197589114424,-0.4745301360726058,-0.7025482217698844,156.1,-63.7,-48.8,29.9,-12.0,11.5,-7.1
St. Mary's County,2001,87492,4,12,12,294,374,1110,68,1874,-13.8,-0.3670710748487897,17.2,10.3,-0.4901888267590359,82.8,-17.6,-0.8772164797261215,-15.1,-0.25000872541683616,8.7,-0.9687026574699374,-18.8,-0.11519110091679773,-0.945293983796517,-0.7466101415306032,0.11421542858109418,-0.882283799534878,-0.9671652389068301,-0.7094033452685712,-21.2,7.5,-43.7,13.6,0.7,-24.5,-1.5
St. Mary's County,2002,88842,3,16,32,325,349,1284,133,2142,14.3,-0.34004393298369817,17.6,16.8,-0.47006878560951637,82.4,13.8,-0.7076832977340379,12.6,-0.0224161207549248,15.0,-0.809756794376261,12.1,-0.39010583789134895,-0.6254026506334008,-0.5364278664144232,0.2834323101154288,-0.9752330629904737,-0.7560529866366918,-0.2980959353473681,-26.1,31.3,162.6,8.9,-8.1,13.9,92.6
St. Mary's County,2003,90882,1,14,38,268,457,1289,127,2194,2.4,-0.367571577475921,14.6,-14.6,-0.4600087650347566,85.4,6.1,-0.7057302956375108,0.1,-0.3110299310145951,-16.5,-0.7554372871665941,3.7,-0.9170257504259054,-0.8188253171971454,-0.48176162445595483,-0.1191675858840452,-0.6805812191831098,-0.7883294917969056,-0.35522196450309074,-67.4,-14.5,16.1,-19.4,28.0,-1.9,-6.7
St. Mary's County,2004,93582,3,12,32,261,488,1314,107,2217,1.0,-0.37407811162862825,13.9,-4.0,-0.45662408521521125,86.1,1.9,-0.7341433261385995,-1.9,-0.41039554283256713,-6.8,-0.7710420703595215,-1.0,-0.43592496072044074,-1.01224798376089,-0.5533932518498099,-0.21002228737898992,-0.6304904057358579,-0.8053045426589439,-0.5003220785586262,191.3,-16.8,-18.2,-5.4,3.7,-1.0,-18.2
St. Mary's County,2005,95644,1,24,45,290,415,1401,142,2318,4.6,-0.34805197501779933,15.5,16.9,-0.4520171599052745,84.5,2.6,-0.6997452892126695,2.3,-0.21537506818567584,14.4,-0.7656175504876944,0.4,-0.9399353118404514,-0.09720998424779055,-0.4327505109759487,-0.07203670948354257,-0.8651404195315405,-0.7327421773543153,-0.3049510588460547,-67.4,95.7,37.6,8.7,-16.8,4.3,29.8
St. Mary's County,2006,96782,5,15,61,239,557,1662,177,2716,17.2,-0.3680720801030523,11.8,-11.1,-0.4108368887674728,88.2,22.4,-0.4586440303930097,15.8,-0.4042109611841456,-12.2,-0.4472056648605774,20.9,0.02226626757047803,-0.8113859838677706,-0.2819470848836222,-0.3917316903688792,-0.4858431369576974,-0.43089708280046507,-0.10843751855036876,394.1,-38.2,34.0,-18.6,32.6,17.2,23.2
St. Mary's County,2007,99909,1,15,45,266,616,1605,128,2676,-1.5,-0.36456856171313307,12.2,2.2,-0.41525577630965704,87.8,-2.0,-0.5392211168916626,-4.6,-0.417817040810673,-1.0,-0.5397940451386142,-5.0,-0.9399353118404514,-0.8485826505146445,-0.4516009392374895,-0.28213820669060224,-0.37575049349876405,-0.5633502965690457,-0.421488158323729,-80.6,-3.1,-28.5,7.8,7.1,-6.5,-29.9
St. Mary's County,2008,101533,2,11,44,247,519,1567,135,2525,-5.6,-0.3760801221371535,12.0,-7.0,-0.42729019344581826,88.0,-5.4,-0.6598662464029373,-7.2,-0.5328502594713131,-8.5,-0.6613627370606594,-7.0,-0.7108396976949921,-1.1610346503483857,-0.46762380325979924,-0.41217399820524175,-0.6580805329287293,-0.6389012271662866,-0.39349640403742486,96.8,-27.8,-3.8,-8.6,-17.1,-3.9,3.8
St. Mary's County,2009,103916,2,20,45,243,435,1506,115,2364,-6.4,-0.37407811162862825,13.0,1.3,-0.44280330928540107,87.0,-7.4,-0.7934263897783432,-8.5,-0.5452194227681562,-1.0,-0.8166674840759861,-9.6,-0.7108396976949921,-0.5361306506809034,-0.46762380325979924,-0.46611897721786516,-0.9061238123520192,-0.7513908247802165,-0.5208874490546864,-100.0,77.6,-0.1,-3.9,-18.1,-6.1,-16.8
St. Mary's County,2010,105411,4,12,40,267,486,1655,103,2567,8.6,-0.36657057222165834,12.6,4.9,-0.4251277591166643,87.4,9.1,-0.6924372813676002,7.0,-0.5039888784453461,3.4,-0.7049818215094615,7.6,-0.2984675922331652,-1.116398650372137,-0.5185199595659594,-0.3553898097709013,-0.7922810545173559,-0.6069833498411864,-0.5951512869571258,379.5,-40.9,-12.4,8.3,10.1,8.3,-11.7
St. Mary's County,2011,106148,1,23,61,186,712,1841,133,2957,15.2,-0.39259670883248726,9.2,-16.1,-0.3835714124433576,90.8,19.7,-0.47162204432477106,14.4,-0.7146769599349053,-16.7,-0.40655892006757066,18.9,-0.9628448732549973,-0.3501473174465336,-0.3337857626028594,-0.7988743214431003,-0.23056749409549945,-0.41045529619899623,-0.43748344648733134,-75.2,90.3,51.4,-30.8,45.5,10.5,28.2
St. Mary's County,2012,108522,1,12,51,194,753,1938,87,3035,2.6,-0.3996037456123258,8.5,-5.2,-0.3749216751267417,91.5,3.4,-0.4646920368854811,0.4,-0.7909534669321039,-7.2,-0.384712223597472,1.2,-0.9628448732549973,-1.1387166503602615,-0.4327505109759487,-0.7784320136067376,-0.16869060689595294,-0.34901039378288584,-0.6951218379796404,-100.0,-49.0,-18.2,2.0,3.4,3.0,-36.0
St. Mary's County,2013,110294,3,6,62,172,641,1741,119,2744,-9.6,-0.4066107823921643,8.9,-5.4,-0.4009649059604656,91.1,-10.0,-0.6592362457266383,-11.0,-0.8589838650647404,-7.0,-0.60184163545335,-11.4,-0.5504727677931704,-1.5627586501346247,-0.3460385409728609,-0.9084678051213774,-0.47057481414222474,-0.5968222278463042,-0.5368827372182887,272.0,-50.8,19.6,-12.8,-16.2,-11.6,34.6
St. Mary's County,2014,110842,3,22,58,183,513,1625,73,2474,-9.8,-0.3966007298495378,10.6,8.2,-0.4282303822845809,89.4,-11.6,-0.8204534187915741,-10.3,-0.7888919397159634,7.7,-0.8046295084700134,-12.0,-0.5504727677931704,-0.49149465070465453,-0.38279687608286556,-0.8562263517617842,-0.7877273442039694,-0.7311881234021569,-0.7768120596723239,-100.0,264.9,-6.9,5.9,-20.4,-7.1,-39.0
St. Mary's County,2015,111234,2,20,51,224,545,1673,69,2584,4.4,-0.3795836405270728,11.5,12.9,-0.4210849471099851,88.5,3.4,-0.7631233572483573,4.1,-0.6664372230772176,12.5,-0.7590784032449439,3.1,-0.756658820524084,-0.6254026506334008,-0.4440607679328732,-0.6500997477451282,-0.7148679791897848,-0.6858814735661531,-0.7990912110430557,179.8,-9.4,-12.4,22.0,5.9,2.6,-5.8
St. Mary's County,2016,111930,2,28,31,166,413,1591,71,2302,-10.9,-0.4146188244262655,9.9,-23.6,-0.44101695049175216,90.1,-9.3,-0.9309555374144335,-11.5,-0.931137317629658,-24.0,-0.9093301728454178,-9.8,-0.756658820524084,-0.10464931757716545,-0.6146571436998175,-0.9516237883314761,-1.0389850073778852,-0.784623670834066,-0.7910935669612545,-0.6,39.1,-39.6,-26.4,-24.7,-5.5,2.3
St. Mary's County,2017,113700,4,21,50,141,471,1459,50,2196,-4.6,-0.4201243533247101,9.8,-4.8,-0.44994874445999683,90.2,-4.6,-1.0098316220870789,-6.1,-0.9839124143628549,-6.3,-0.9928529171732776,-6.1,-0.367196276476803,-0.5882059839865269,-0.4610261533682599,-1.0896093662269235,-0.9179098861043139,-0.9498315602096784,-0.9019180635233566,96.9,-26.2,58.8,-16.4,12.3,-9.7,-30.7
St. Mary's County,2018,112779,1,36,57,155,446,1391,76,2162,-1.5,-0.40360776662937636,11.5,15.3,-0.4562480096797062,88.5,-3.4,-1.0189036318257856,-0.7,-0.8569223378486,16.2,-1.0264403552837693,-2.6,-0.9628448732549973,0.40866468214969504,-0.3997622615182523,-1.0135185537249072,-0.9680006995515658,-1.009363780838517,-0.7682431552989655,-74.8,72.8,14.9,10.8,-4.5,-3.9,53.2
St. Mary's County,2019,112993,1,29,46,155,333,1476,71,2111,-2.4,-0.41261681391774024,10.9,-7.2,-0.4593506328476228,89.1,-1.7,-1.0495846647615512,-2.5,-0.9245404305380084,-7.4,-1.0505163064957148,-1.9,-0.9628448732549973,-0.05257398427154196,-0.49212935999980223,-1.014654237493594,-1.238008934604132,-0.9222172169059402,-0.7945211287105979,-0.2,-19.6,-19.5,-0.2,-25.5,5.9,-6.8
St. Mary's County,2020,114031,7,24,38,146,249,1194,86,1744,-17.4,-0.4206248559518414,12.3,-6.9,-0.4923512610881899,87.7,-18.7,-1.2630918939593108,-18.1,-0.9900969960112764,-7.8,-1.2904584252098248,-19.4,0.22845232030139137,-0.4022226507521571,-0.5618759445675033,-1.0668956908531873,-1.4423901680814217,-1.2320716664439917,-0.7225423319743873,593.6,-18.0,-18.1,-6.7,-25.9,-19.8,20.0
Talbot County,1975,24948,2,4,23,48,246,528,28,879,-17.4,-0.48969421849596423,8.8,-6.9,-0.5607029896662306,91.2,-18.7,-0.006933545486566084,-18.1,-0.49491815869432776,-7.8,0.10193408654768302,-19.4,0.6637339871777643,-0.7741893172208967,-0.006730832265126211,-0.7012055173360346,0.6140118363814268,0.046197480512175274,-0.512318544681328,593.6,-18.0,-18.1,-6.7,-25.9,-19.8,20.0
Talbot County,1976,25784,1,6,23,52,265,598,20,965,9.8,-0.4871917053603076,8.5,6.5,-0.5530874600722535,91.5,10.1,0.131225602825823,6.2,-0.4561614470308864,3.0,0.25790760998556383,6.5,-0.27555803081861924,-0.23111798417653684,-0.035006474657437434,-0.6483962220920981,0.7257116717156727,0.2887494396605961,-0.7099746055601284,-51.6,45.1,-3.2,4.8,4.2,9.6,-30.9
Talbot County,1977,25970,1,9,21,85,214,604,34,968,0.3,-0.47017461603784255,12.0,41.5,-0.5560020454724176,88.0,-3.5,0.12164959254607702,-0.4,0.0744756584036788,40.5,0.1509776908683125,-4.2,-0.27555803081861924,0.6169660153721895,-0.1132357519428318,0.06481318464321804,0.17980216473439306,0.2965197094213882,-0.4054928701601266,-0.7,48.9,-9.3,62.3,-19.8,0.3,68.8
Talbot County,1978,26259,1,3,21,71,234,626,40,996,2.9,-0.48018466858046904,9.6,-17.2,-0.5514891390463571,90.4,5.6,0.1629776369112969,1.8,-0.2599040560543105,-18.2,0.259988247744621,4.5,-0.2984675922331652,-1.116398650372137,-0.12171844466052523,-0.2582888475481793,0.35953978945688514,0.3659739668216998,-0.2832431677668801,-1.1,-67.0,-1.1,-17.4,8.1,2.5,16.4
Talbot County,1979,26841,3,4,13,57,266,673,43,1059,6.3,-0.48969421849596423,7.3,-19.8,-0.5437795905685039,92.7,9.1,0.2590527400469073,4.0,-0.5843884398748257,-21.5,0.4317894798496138,6.7,1.3968399524432342,-0.8560219838440193,-0.41955521119287015,-0.5876371404673538,0.627137236696482,0.5136090922767513,-0.23811360473385929,193.5,30.4,-39.4,-21.5,11.2,5.2,5.2
Talbot County,1980,25496,4,6,10,65,250,601,39,975,-7.9,-0.4856901974789136,8.7,10.4,-0.5524293278851198,91.3,-9.4,0.18257065794419838,-3.1,-0.392666408773759,16.2,0.3070255227975881,-4.6,2.4277702160978016,-0.21623931751778733,-0.5062671811959578,-0.34630433962140683,0.5990113788785063,0.33405608949659926,-0.27924434572597956,40.4,57.9,-19.0,20.1,-1.1,-6.0,-4.5
Talbot County,1981,25914,4,5,19,97,269,679,44,1113,14.2,-0.4676721029021859,10.9,42.4,-0.5428394017297412,89.1,11.5,0.47923797641343735,12.3,0.15776135793575505,40.1,0.5576680642725629,9.7,2.4277702160978016,-0.5286913173515285,-0.18486737933668698,0.3316988702846182,0.753033933595992,0.6484531582794215,-0.1832726167443654,-100.0,-18.0,86.9,46.8,5.9,11.2,11.0
Talbot County,1982,25939,1,9,13,51,213,630,42,959,-13.8,-0.4911957263773582,7.7,-38.8,-0.5528994223045011,92.3,-10.8,0.10256057205421464,-13.9,-0.5909853269664752,-38.9,0.24847043157841253,-10.9,-0.27555803081861924,0.6169660153721895,-0.4035323471705604,-0.6773561581936117,0.172301935982933,0.41964859947701827,-0.22840217977738633,385.5,79.8,-31.6,-47.5,-20.9,-7.3,-4.6
Talbot County,1983,26174,3,1,13,50,211,556,36,870,-9.3,-0.4946992447672775,7.7,-9.5,-0.5606089707823543,92.3,-9.3,-0.13255568034060358,-10.1,-0.7117908218323087,-10.3,-0.007150778820019938,-10.1,1.465568636686872,-1.6817879834046212,-0.40730243282286854,-0.7091553037168423,0.13185427378755843,0.05552180422512557,-0.36778969091734964,197.3,-89.0,-0.9,-2.8,-1.8,-12.5,-15.1
Talbot County,1984,26693,3,9,10,61,189,609,34,912,4.8,-0.48819271061457026,8.8,19.4,-0.5578824231499427,91.2,3.6,-0.07415461764767857,2.8,-0.5316133431416288,17.1,0.02926038196347771,1.6,1.465568636686872,0.5425726820784416,-0.5222900452182676,-0.4962145970880657,-0.13065373251354764,0.24356233243629666,-0.4254869803646295,-100.0,782.5,-24.6,19.6,-12.2,7.4,-7.4
Talbot County,1985,27063,3,7,15,96,256,509,36,922,1.1,-0.4676721029021859,13.1,51.3,-0.5607970085501068,86.9,-3.7,-0.08026562420777958,-0.3,0.07612488017659134,49.2,-0.08747825801789938,-5.0,1.3739303910286884,-0.03769531761279243,-0.3535787122774773,0.22040186095331077,0.5063299807354628,-0.23544491266361547,-0.39349640403742486,1108.5,-23.3,47.9,55.2,33.6,-17.6,4.4
Talbot County,1986,27524,3,7,14,80,273,648,41,1063,15.3,-0.47768215544481246,9.5,-16.5,-0.545659968246029,90.5,20.1,0.2065106836435636,13.4,-0.25413177984911717,-17.9,0.31029509641896347,18.1,1.3739303910286884,-0.07489198425966638,-0.3959921758659441,-0.14301694502646814,0.6295480245094512,0.33058935375716936,-0.30209475738826863,-100.0,-1.7,-8.2,-18.1,4.9,25.2,12.0
Talbot County,1987,27637,5,8,16,113,215,635,33,1025,-3.6,-0.4571615477324281,13.9,40.6,-0.5530874600722535,86.1,-8.2,0.10993157996691409,-4.0,0.351132610809734,40.0,0.0872953137428892,-8.6,2.9775996900469046,0.1854846822684513,-0.3300156769505513,0.5281721622674359,0.056316255647852274,0.2628086929207203,-0.47118780368920765,1809.2,13.8,13.8,40.7,-21.6,-2.4,-19.8
Talbot County,1988,28470,2,9,19,117,185,610,46,988,-3.6,-0.4546590345967715,14.9,3.5,-0.5570362531950565,85.1,-4.8,-0.040323581330417566,-6.4,0.3614402468904365,0.5,-0.09178815051880332,-7.5,0.4346383730323049,0.38634668216157086,-0.24707379259977164,0.5400968418386476,-0.28681920973145075,0.07751764477875278,-0.23011596065205808,-61.2,9.2,15.3,0.5,-16.5,-6.7,35.3
Talbot County,1989,28437,3,14,36,155,235,694,65,1202,21.7,-0.4241283743417607,17.3,41.5,-0.5426513639619888,82.7,18.2,0.43633493035746945,21.8,1.2483092552740807,41.7,0.3105180218931483,18.3,1.2364730225414127,1.6956693481315344,0.3174965338333758,1.301572808743153,0.18623093223564458,0.43363508504644394,0.15262843469128373,50.2,55.7,89.7,32.6,27.2,13.9,41.5
Talbot County,1990,30549,3,9,22,154,211,631,49,1076,-10.5,-0.43563993476578117,17.2,-11.1,-0.5523353090012435,82.8,-10.4,-0.007626546230495306,-16.7,0.7296290076931305,-17.2,-0.11957952630049341,-16.6,1.2364730225414127,0.23012068224470017,-0.19712015770668848,1.0687576361623572,-0.17726229689762155,-0.014649708845412867,-0.23697108415074475,-100.0,-40.2,-43.1,-7.5,-16.4,-15.4,-29.8
Talbot County,1991,31048,1,6,29,104,237,735,39,1151,7.0,-0.4581625529866908,12.2,-24.3,-0.5410530429360924,87.8,13.5,0.10892357888483534,5.3,0.09179248701925896,-25.5,0.13277211047656368,11.6,-0.43592496072044074,-0.5286913173515285,0.004579424691798306,0.10853700973766013,0.017207920015238447,0.3461298932787537,-0.4357696656126597,322.1,-34.4,29.7,-33.6,10.5,14.6,-21.7
Talbot County,1992,31354,2,11,22,106,293,682,40,1156,0.4,-0.4576620503595594,12.2,0.7,-0.5406769674005872,87.8,0.4,0.0961345651559641,-0.5,0.08684482170052181,-0.3,0.11865349711153397,-0.6,0.2971810045450293,0.6467233486896886,-0.2140855431420752,0.1261401081523058,0.47579333510451777,0.1164885361944181,-0.42434445978151514,98.0,81.5,-24.9,0.9,22.4,-8.1,1.6
Talbot County,1993,31533,1,9,26,146,252,678,30,1142,-1.2,-0.43714144264717514,15.9,29.1,-0.5458480060137816,84.1,-5.4,0.05499552099363375,-1.8,0.6125342618163501,28.3,-0.02461327429781983,-6.0,-0.43592496072044074,0.15572734895095225,-0.0981554093335992,0.8353746216972179,0.1133715672214602,0.08648334065658993,-0.6100040545376137,-50.3,-18.6,17.5,37.0,-14.5,-1.2,-25.4
